Region,Country,City,Organisation,Prospect Category,HQ / Primary Geography,Address / Office Location,Family / Founder / Strategic Nature,Known Sector Themes,TBP / Regional Corridor Relevance,Possible TBP Entry Point,Recommended Contact Route,Assigned Lead,Family Office Fit (20),Permanent Capital (20),Sector Alignment (20),Governance Mindset (15),Strategic Adjacency (15),Engagement Readiness (10),Total Score,Classification,Priority,Pipeline Stage,Scoring Status,Public Source URLs,Notes / Diligence Flags,Email address,Contact Email Status,Contact Email Source URLs,Contact Email Notes,Contact Enrichment Date,Source File,Alternate Names
Africa,Kenya,,Goneke Investment Group,Established MFO / Investment Platform / Capital Gateway,Kenya,Africa / Kenya-linked,GIG leadership,"Private capital, structured finance, infrastructure, industrial projects",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Investment / Structured Finance Team,Official corporate route,Tharushi / Capital Advisory Team,14,8,18,6,15,7,68,Strong Potential Prospect,Medium-High,Identified,Indicative scored – review required,goneke.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$50–250M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Intex Capital Group,Established MFO / Investment Platform / Capital Gateway,Nairobi,Nairobi,Investment team,"Project finance, syndication, private lending, strategic capital",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Investment Syndication / Capital Partnerships,Official corporate route / info@intexcapitalgroup.co | +254 733 764 676,Tharushi / Capital Advisory Team,14,8,20,6,15,8,71,Strong Potential Prospect,Medium-High,Identified,Indicative scored – review required,intexcapitalgroup.co/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$25–250M represented) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",info@intexcapitalgroup.co,Official/public email - verify before outreach,intexcapitalgroup.co/,Use official group route; verify current contact before outreach.,8/24/2026,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Decla Capital Advisors,Established MFO / Investment Platform / Capital Gateway,Nairobi,Nairobi,Investment team,"Capital raising, HNWI/family networks, growth businesses, infrastructure",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Deal Team / Investor Targeting,Official corporate route / dealteam@declacapital.com,Tharushi / Capital Advisory Team,14,8,12,6,15,8,63,Monitor / Secondary Prospect,Medium-High,Identified,Indicative scored – review required,www.declacapital.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$25–100M+ represented) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",dealteam@declacapital.com,Official/public email - verify before outreach,www.declacapital.com/,Use official group route; verify current contact before outreach.,8/24/2026,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Pointe Africa,Established MFO / Investment Platform / Capital Gateway,Nairobi,Nairobi,Advisory / investment team,"Capital raising, family businesses, transaction advisory",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Capital Raising / Wealth Management Team,Official corporate route,Tharushi / Capital Advisory Team,14,8,17,6,15,7,67,Strong Potential Prospect,Medium-High,Identified,Indicative scored – review required,www.pointeafrica.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$25–100M represented) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Nairobi Private Wealth ecosystem,Established MFO / Investment Platform / Capital Gateway,Nairobi,Nairobi,Conference / wealth network,"Family office, private capital, succession, governance",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Family office / investor relations network,Official conference route,Tharushi / Capital Advisory Team,14,8,20,12,15,5,74,Strong Potential Prospect,Medium-High,Identified,Indicative scored – review required,nairobiprivatewealth.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (Gateway / represented capital) and confidence rating (Medium) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Institute for Family Business Kenya,Established MFO / Investment Platform / Capital Gateway,Nairobi,Nairobi,Regina Akoth / leadership,"Family governance, family-office services, investment management advisory",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Family Office Services / Family Business Advisory,Official institutional route,Tharushi / Capital Advisory Team,16,8,7,7,10,9,57,Monitor / Secondary Prospect,Medium-High,Identified,Indicative scored – review required,www.institutefamilybusiness.co.ke/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (Gateway to family enterprises) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,WKA Advocates — Family Office Practice,Established MFO / Investment Platform / Capital Gateway,Nairobi,Nairobi,WKA leadership,"Family office structuring, investment vehicles, succession, tax/legal",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Corporate Commercial / Family Office Team,Official corporate route,Tharushi / Capital Advisory Team,17,8,0,7,4,7,43,Not Suitable Prospect,Medium-High,Identified,Indicative scored – review required,www.wka.co.ke/family-office-setup-in-kenya/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (Gateway / represented UHNW) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,CMA Kenya licensed investment managers,Established MFO / Investment Platform / Capital Gateway,Nairobi,Nairobi,Regulated investment-manager ecosystem,"Asset management, private-client and institutional investment",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Investment / Institutional Client teams,CMA licensee directory,Tharushi / Capital Advisory Team,14,8,17,6,9,7,61,Monitor / Secondary Prospect,Medium-High,Identified,Indicative scored – review required,licensees.cma.or.ke/licenses/8/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (Institutional / represented capital) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,,JN Capital LLC,Specialist Investment Vehicle / Emerging Capital Channel,Kenya,Kenya / USA,Ngaruiya family,"Healthcare PE, real estate, capital management",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Investment Team,Via JN Family Office,Tharushi / Capital Advisory Team,15,7,3,6,10,7,48,Not Suitable Prospect,Medium,Identified,Indicative scored – review required,jnfamilyoffice.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$25–100M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,,Nolan Health Management,Specialist Investment Vehicle / Emerging Capital Channel,Kenya,Kenya / USA,Ngaruiya family / JN Capital,Healthcare private equity / HCBS,East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,JN Capital investment team,Via JN Family Office,Tharushi / Capital Advisory Team,15,7,1,6,13,7,49,Not Suitable Prospect,Medium,Identified,Indicative scored – review required,jnfamilyoffice.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$25–100M) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,,Nalani Capital,Specialist Investment Vehicle / Emerging Capital Channel,Kenya,Kenya / USA,Ngaruiya family / JN Capital,"Real estate development, acquisition, management",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,JN Capital investment team,Via JN Family Office,Tharushi / Capital Advisory Team,15,7,10,6,9,7,54,Monitor / Secondary Prospect,Medium,Identified,Indicative scored – review required,jnfamilyoffice.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$25–100M) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
